Сигнальный проезд;Метро Владыкино (выс.)
Сигнальный проезд;Метро Владыкино (пос.)
Алтуфьевское шоссе;Ул. Хачатуряна
Бережковская набережная;Бережковская наб., 8
Череповецкая улица;Новгородская ул.
Череповецкая улица;Череповецкая ул., 14
Череповецкая улица;Лианозовский ПК и О
Череповецкая улица;Угличская ул.
Лианозовский проезд;Платф. Лианозово
Лобненская улица;К/т Волга - Дом мебели 777
улица Ивана Сусанина;Протезный з-д
Алтуфьевское шоссе;К/т Марс
Алтуфьевское шоссе;Стандартная ул.
Шелепихинская набережная;Шелепихинская наб.
Большая Филёвская улица;Б. Филевская ул.
проезд Дежнёва;Пр. Шокальского
Полярная улица;К/т Полярный
Полярная улица;Ул. Молодцова - Дом Мебели
Полярная улица;Поликлиника
Полярная улица;Медведково (выс.)
Широкая улица;Медведково (к/ст, пос.)
Полярная улица;Ул. Молодцова - Дом Мебели
Полярная улица;Ул. Тихомирова
Чонгарский бульвар;Метро Варшавская (к/ст)
Чонгарский бульвар;Метро Варшавская (пос.)
Чонгарский бульвар;Пл. Акад. Вишневского
Чонгарский бульвар;Чонгарский бульв.
Барвихинская улица;Барвихинская ул., 4
улица Говорова;Можайское ш.
улица Говорова;Школа
Вяземская улица;Вяземская ул.
Вяземская улица;Школа № 239
Кировоградская улица;Метро Южная
Бережковская набережная;Бережковская наб.,14
Бережковская набережная;Бережковская наб.
Воробьёвское шоссе;Воробьевское ш.
Воробьёвское шоссе;Акад. Внешней торговли
Мосфильмовская улица;Ул. Пудовкина
Стартовая улица;Муз. школа
Стартовая улица;Стартовая ул., 31
проезд Шокальского;Храм Серафима Саровского
улица Грекова;Ул. Грекова, 4
улица Грекова;Метро Медведково
Студёный проезд;Студеный пр.
Снежная улица;Снежная ул., 4
Большая Филёвская улица;Детский парк Фили
Большая Филёвская улица;Ул. Барклая
Большая Филёвская улица;Б. Филевская ул., 23
Большая Филёвская улица;51-я гор. б-ца
Минская улица;Минская ул.
Сеславинская улица;Метро Филевский парк (выс.)
Большая Филёвская улица;Минская ул.
Большая Филёвская улица;51-я гор. б-ца
Большая Филёвская улица;Б. Филевская ул., 23
Большая Филёвская улица;Ул. Барклая
улица Двинцев;Стрелецкая ул.
Большая Филёвская улица;Б. Филевская ул., 30
Большая Филёвская улица;Б. Филевская ул., 41
улица Барклая;Ул. Барклая
улица Барклая;Фили (к/ст, выс.)
улица Барклая;Фили (пос.)
Большая Филёвская улица;Б. Филевская ул., 41
улица Конёнкова;Ул. Пришвина
улица Конёнкова;Ул. Коненкова, 8
улица Конёнкова;Ул. Коненкова, 12
Широкая улица;Универсам
улица Малыгина;Поликлиника
Кировоградская улица;Кировоградская ул., 6
Кировоградская улица;Кировоградская ул., 4
Сумской проезд;Кировоградская ул., 2
Сумской проезд;Торговый комплекс
1-я Останкинская улица;Южный вход ВДНХ
1-я Останкинская улица;Хованская ул.
1-я Останкинская улица;Парк Останкино
1-я Останкинская улица;Центр реабилитации
1-я Останкинская улица;Телецентр
Осенняя улица;Универсам
Снежная улица;Снежная ул., 14
Снежная улица;Метро Свиблово
Радужная улица;Кольская ул.
Кольская улица;З-д Стройдеталь
Кольская улица;Вересковая ул.
Ясный проезд;Ясный пр. (выс.)
Чонгарский бульвар;Метро Каховская (вост. вход) (пос.)
Сумская улица;Метро Южная (выс.)
Шмитовский проезд;Ул. Сергея Макеева
улица Бутырский Вал;Угловой пер.
1-я Останкинская улица;Метро ВДНХ
Хорошёвское шоссе;Метро Полежаевская
Стрелецкая улица;Комбинат твердых сплавов
3-й проезд Марьиной Рощи;1-й Стрелецкий пер.
3-й проезд Марьиной Рощи;Октябрьская ул.
Шереметьевская улица;6-й пр. Марьиной Рощи
Шереметьевская улица;Поликлиника
Шереметьевская улица;Шереметьевская ул.
17-й проезд Марьиной Рощи;6-й автобусный парк
Огородный проезд;Промэнерго
Стартовая улица;Стартовая ул., 31
Стартовая улица;Муз. школа
проспект Мира;Ул. Бориса Галушкина
Беловежская улица;Беловежская ул. (к/ст)
Беловежская улица;Беловежская ул. (пос.)
Ельнинская улица;Ельнинская ул., 14
Ельнинская улица;Ельнинская ул., 20
Ельнинская улица;Метро Молодежная
Ельнинская улица;Ельнинская ул., 20
Ельнинская улица;Ельнинская ул., 14
Рублёвское шоссе;Метро Кунцевская
Можайское шоссе;Ул. Багрицкого - 71-я гор. б-ца
Можайское шоссе;Ул. Петра Алексеева
Можайское шоссе;Дворец спорта Крылья Советов
улица Крылатские Холмы;Поликлиника
Широкая улица;Метро Медведково
Широкая улица;Широкая ул., 5
улица Лескова;Ул. Лескова
Большая Филёвская улица;Б. Филевская ул., 30
Малая Филёвская улица;Метро Пионерская
Малая Филёвская улица;Ул. Полосухина
Малая Филёвская улица;М. Филевская ул.
Малая Филёвская улица;Метро Кунцевская
улица Красных Зорь;Ст. Кунцево
улица Красных Зорь;Ул. Ращупкина
Тайнинская улица;Тайнинская ул., 24
1-й Силикатный проезд;Ул. Шеногина
Магистральный переулок;Академия
5-я Магистральная улица;5-я Магистральная ул.
2-й Хорошёвский проезд;Плодоовощной комбинат
Беговая улица;2-й Боткинский пр. (к/ст)
Ленинградский проспект;Белорусский вокз.
2-й Хорошёвский проезд;Плодоовощной комбинат
5-я Магистральная улица;5-я Магистральная ул.
улица Красных Зорь;Ул. Багрицкого
улица Красных Зорь;Ул. Красных Зорь
улица Маршала Неделина;МФЦ района Можайский
улица Пришвина;Управа района Бибирево
Стартовая улица;Стартовая ул., 15
Стартовая улица;Стартовая ул., 9 - Госпиталь
Стартовая улица;Госпиталь
Анадырский проезд;Платф. Лось (выс.)
Алтуфьевское шоссе;Метро Алтуфьево
Алтуфьевское шоссе;Илимская ул.
Алтуфьевское шоссе;Плодоовощная база
Алтуфьевское шоссе;Автобаза Госкино
Станционная улица;Ул. Кашенкин Луг
улица Академика Королёва;Ул. Акад. Королева
Анадырский проезд;Ст. Лосиноостровская (пос.)
Изумрудная улица;Ул. Рудневой
Алтуфьевское шоссе;Автобаза Госкино
Алтуфьевское шоссе;Алтуфьевское ш., 40
Алтуфьевское шоссе;Высоковольтный пр.
Бибиревская улица;К/т Марс
Бибиревская улица;Бибиревская ул., 1
Бибиревская улица;Лицей
Бибиревская улица;Метро Бибирево
улица Пришвина;Ул. Пришвина
Осенняя улица;ОВД Крылатское
Осенняя улица;Универсам
Крылатская улица;Крылатская ул., 29
Тайнинская улица;Оборонная ул.
Тайнинская улица;Тайнинская ул., 5
улица Менжинского;Киноконцертный зал Орион
улица Менжинского;Ул. Менжинского
улица Менжинского;Метро Бабушкинская
проезд Дежнёва;Сухонская ул.
проезд Шокальского;Пр. Шокальского
проезд Шокальского;Поликлиника № 218
проспект Мира;Метро ВДНХ
проспект Мира;Ул. Кибальчича
Сколковское шоссе;Сколковское ш., 31
Мурановская улица;АТС
Мурановская улица;Мурановская ул., 8
Мурановская улица;М-н Книги
улица Лескова;К/т Будапешт
улица Лескова;Ул. Коненкова
Костромская улица;Метро Бибирево (пос.)
Костромская улица;Роддом № 11
Костромская улица;Костромская ул., 6
3-я Хорошёвская улица;3-я Хорошевская ул.
улица Лётчика Бабушкина;Киноконцертный зал Орион
улица Лётчика Бабушкина;Рынок Северный
улица Лётчика Бабушкина;Староватутинский пр.
Осташковская улица;Тайнинская ул.
Осташковская улица;Погранинститут
Волгоградский проспект;Волгоградский просп., 47
Варшавское шоссе;Варшавское ш. - МКАД
Варшавское шоссе;Ул. Кирпичные Выемки
Варшавское шоссе;3-й Дорожный пр.
Большая Филёвская улица;Детский парк Фили
Большая Филёвская улица;Б. Филевская ул.
улица Докукина;Мехкомбинат
улица Советской Армии;Ул. Советской Армии
улица Советской Армии;Центральный Музей Вооруженных сил
Краснопролетарская улица;Краснопролетарская ул.
Краснопролетарская улица;2-й Щемиловский пер.
Краснопролетарская улица;Метро Новослободская
Селезнёвская улица;Селезневская ул.
улица Советской Армии;Центральный Театр Российской Армии
улица Советской Армии;Центральный Музей Вооруженных сил
Беловежская улица;Сколковское ш.
Беловежская улица;95-й кв. Кунцева
Беловежская улица;Беловежская ул.
Беловежская улица;Поликлиника
Беловежская улица;Беловежская ул., 19
Беловежская улица;Вяземская ул.
улица Говорова;Ул. Говорова
улица Говорова;Школа
Барвихинская улица;Барвихинская ул., 4
Ярцевская улица;К/т Брест
Ярцевская улица;Храм Иоанна Русского
1-я Останкинская улица;Телецентр
улица Сущёвский Вал;Мебельная ф-ка
проспект Мира;Ул. Бориса Галушкина
проспект Мира;Ул. Докукина
проспект Мира;Ростокинский ремзавод
Ярославское шоссе;Полиграфический колледж
Ярославское шоссе;Ярославское ш., 12
Селезнёвская улица;Метро Достоевская
Шелепихинская набережная;Школа № 2048
Шелепихинская набережная;Шелепихинская наб.
проспект Маршала Жукова;Просп. Марш. Жукова, 14
Ленинградское шоссе;Канал им. Москвы
улица Свободы;19-й микрорайон
улица Фомичёвой;Детский сад
улица Фомичёвой;Ул. Фомичевой, 13
Ярославское шоссе;МГСУ
Ярославское шоссе;Ул. Вешних Вод
Ярославское шоссе;Школа № 750
улица Гончарова;2-й Гончаровский пер.
улица Гончарова;Туб. диспансер № 18
улица Малыгина;Поликлиника
Широкая улица;Универсам
улица Конёнкова;Ул. Коненкова
улица Конёнкова;Ул. Коненкова, 12
улица Конёнкова;Ул. Коненкова, 8
улица Конёнкова;Ул. Пришвина
1-я Останкинская улица;Центр реабилитации
1-я Останкинская улица;Парк Останкино
1-я Останкинская улица;Хованская ул.
1-я Останкинская улица;Южный вход ВДНХ
Кольская улица;Вересковая ул.
Кольская улица;З-д Стройдеталь
Снежная улица;Снежная ул., 14
Снежная улица;Снежная ул., 4
проезд Серебрякова;Метро Ботанический сад
улица Хачатуряна;Метро Отрадное (выс.)
проезд Серебрякова;Метро Ботанический сад
1-я Тверская-Ямская улица;Триумфальная пл.
Селезнёвская улица;Селезневская ул.
Краснопролетарская улица;Метро Новослободская
Краснопролетарская улица;2-й Щемиловский пер.
Нахимовский проспект;Симферопольский бульв. - Мед. колледж
Нахимовский проспект;Метро Нахимовский просп.
Нахимовский проспект;Моск. Приборостроительный техникум
Нахимовский проспект;Школа № 517
Нахимовский проспект;Нагорная ул.
Нахимовский проспект;Ткацкая ф-ка
Нахимовский проспект;Ул. Цюрупы
Нахимовский проспект;Новочеремушкинская ул.
улица Маршала Неделина;Платф. Рабочий Поселок
Варшавское шоссе;Метро Варшавская (пос.)
Варшавское шоссе;Черноморский бульв.
Востряковский проезд;Харьковская ул.
Востряковский проезд;Востряковский пр., 3
Булатниковская улица;ТЭЦ № 26
Харьковская улица;Харьковская ул., 3
Булатниковский проезд;Булатниковский пр.
Нахимовский проспект;Метро Профсоюзная (выс.)
Нахимовский проспект;Метро Профсоюзная (пос.)
Нахимовский проспект;Новочеремушкинская ул.
улица Академика Королёва;Аргуновская ул.
улица Цандера;Ул. Цандера
Беловежская улица;Вяземская ул.
Беловежская улица;Беловежская ул., 19
Сельскохозяйственная улица;Сельскохозяйственная ул., 6
Сельскохозяйственная улица;2-й Сельскохозяйственный пр.
Сельскохозяйственная улица;Гост. Байкал
Сельскохозяйственная улица;2-й Сельскохозяйственный пр.
Сельскохозяйственная улица;Сельскохозяйственная ул.
Сумской проезд;Торговый комплекс
Кировоградская улица;Кировоградская ул., 2
Кировоградская улица;Кировоградская ул., 6
Кировоградская улица;Метро Пражская
Старослободская улица;ул. Шумкина, 26
Русаковская улица;Маленковская ул.
Старая Басманная улица;Пл. Разгуляй
Старая Басманная улица;Ул. Александра Лукьянова - Школа Акварели
Старая Басманная улица;Сад им. Баумана
улица Земляной Вал;Пл. Земляной Вал
Костомаровский переулок;Д/к Метростроя
улица Сергия Радонежского;Музей им. Андрея Рублева
улица Сергия Радонежского;Андроньевская пл.
Новорогожская улица;З-д Красный путь
Нахимовский проспект;Метро Профсоюзная (пос.)
Миллионная улица;Богородское
шоссе Энтузиастов;3-я Владимирская ул.
шоссе Энтузиастов;К/т Слава
шоссе Энтузиастов;Главная аллея
шоссе Энтузиастов;Ул. Плеханова
шоссе Энтузиастов;Просп. Буденного
шоссе Энтузиастов;Просп. Буденного
шоссе Энтузиастов;Метро Ш. Энтузиастов
Ивантеевская улица;5-й пр. Подбельского
Ивантеевская улица;5-й пр. Подбельского
Просторная улица;Ул. Алымова
4-я Гражданская улица;4-я Гражданская ул.
Просторная улица;Зельев пер.
Красноярская улица;Красноярская ул., 17
Щёлковское шоссе;11-я Парковая ул.
Щёлковское шоссе;Трансагентство
Щёлковское шоссе;МКАД
106-й километр Московской Кольцевой Автодороги;Мкр. 1-е Мая
108-й километр Московской Кольцевой Автодороги;Горьковское ш.
Зелёный проспект;Ул. Молостовых
улица Юности;Вешняковская ул.
улица Ленинская Слобода;З-д Динамо
улица Мастеркова;Метро Автозаводская
Автозаводская улица;Префектура ЮАО
Автозаводская улица;Парк Легенд
Погонный проезд;Ланинский пер.
Автозаводская улица;2-я проходная ЗИЛ
улица Мастеркова;Метро Автозаводская
улица Ленинская Слобода;З-д Динамо
улица Ленинская Слобода;Ул. Ленинская Слобода
Велозаводская улица;Велозаводский рынок
проспект Андропова;Южный речной вокз.
Большая Черкизовская улица;Дворец творчества
Большая Черкизовская улица;Халтуринская ул.
Большая Черкизовская улица;Зельев пер.
Открытое шоссе;Метрогородок
Ивантеевская улица;3-й пр. Подбельского
Открытое шоссе;Плодоовощной комбинат
проспект Будённого;5-я ул. Соколиной Горы
проспект Будённого;3-я ул. Соколиной Горы
Нахимовский проспект;Новочеремушкинская ул.
проспект Андропова;Метро Коломенская
Коломенское шоссе;Школа самбо
улица Садовники;Интернат
Коломенский проезд;Электромеханический колледж
Камчатская улица;Сахалинская ул.
Камчатская улица;Курганская ул., 1
Уральская улица;Уральская ул., 19
Уральская улица;Черницыно
Уральская улица;Амурская ул.
улица Юности;Сельэнергопроект
улица Юности;Поликлиника № 80
улица Юности;Ул. Молдагуловой
улица Юности;Музей Кусково
Автозаводская улица;2-я проходная ЗИЛ
улица Сталеваров;Ул. Сталеваров
Щёлковское шоссе;МКАД
Щёлковское шоссе;Хабаровская ул.
Балаклавский проспект;Центр творчества
Балаклавский проспект;Дом № 2
Балаклавский проспект;Поворот на Балаклавский просп.
Балаклавский проспект;ОВД Зюзино
Открытое шоссе;Тагильская ул.
Балаклавский проспект;Чертаново Северное
Балаклавский проспект;Дом № 8
Коломенская улица;Нагатинский затон (пос.)
Коломенская набережная;Коломенская наб., 6
Коломенская набережная;Коломенская наб., 10
Коломенская набережная;Библиотека им. Симонова
Коломенская набережная;Школа
улица Садовники;Коломенский пр.
проспект Будённого;3-я ул. Соколиной Горы
Открытое шоссе;Плодоовощной комбинат
Открытое шоссе;Тагильская ул.
Открытое шоссе;Метрогородок
9-я Парковая улица;Метро Щелковская
9-я Парковая улица;Универмаг Первомайский
9-я Парковая улица;Универмаг Первомайский
9-я Парковая улица;Метро Щелковская
улица Юности;Вешняковская ул.
Уральская улица;Черницыно
Уральская улица;Уральская ул., 19
Камчатская улица;Курганская ул., 1
Камчатская улица;Сахалинская ул.
Камчатская улица;Управа района Гольяново
Хабаровская улица;Хабаровская ул., 20
1-я Владимирская улица;Ул. Металлургов
1-я Владимирская улица;Дворец творчества молодежи
Зелёный проспект;Ул. Плеханова
2-й Южнопортовый проезд;53-я гор. б-ца
Балаклавский проспект;Дом № 5
Челябинская улица;М. Купавенский пр.
Челябинская улица;Челябинская ул., 21
Челябинская улица;Почта
Большой Купавенский проезд;Челябинская ул.
Большой Купавенский проезд;Универсам
Свободный проспект;Саянская ул., 2
Коломенская набережная;Коломенская наб.
проспект Андропова;Метро Коломенская
улица Симоновский Вал;13-я гор. б-ца
улица Большие Каменщики;Ул. Гвоздева
улица Большие Каменщики;Метро Таганская
улица Большие Каменщики;Ул. Гвоздева
улица Симоновский Вал;Ж.д. переезд
Велозаводская улица;13-я гор. б-ца
улица Сайкина;5-я Кожуховская ул.
Коломенская набережная;Диспансер
Открытое шоссе;Техникум
Открытое шоссе;Детские ясли-сад
Открытое шоссе;Детский санаторий (выс.)
2-й Полевой переулок;Метро Сокольники
Уральская улица;Метро Щелковская
Погонный проезд;Игральная ул.
Котляковская улица;Ул. Москворечье
Котляковская улица;Управление Механизации
2-й Котляковский переулок;Опытный з-д № 1
2-й Котляковский переулок;Молочный комбинат
1-й Варшавский проезд;Рыбокомбинат
Каширский проезд;Метро Варшавская (выс., пос.)
Уссурийская улица;Уссурийская ул., 16
Уссурийская улица;Сахалинская ул.
Уссурийская улица;Уссурийская ул., 4
Уссурийская улица;Уральская ул., 25
2-й Южнопортовый проезд;53-я гор. б-ца
9-я Парковая улица;К/т София
9-я Парковая улица;Верхн. Первомайская ул.
Измайловский бульвар;7-я Парковая ул.
Измайловский бульвар;3-я Парковая ул.
3-я Парковая улица;Измайловский рынок
Главная аллея;Измайловский просп.
Главная аллея;По требованию
Саянская улица;Ивановское (выс.)
Кусковская улица;Ст. Перово (выс.)
улица Симоновский Вал;Ж.д. переезд
2-я Владимирская улица;2-я Владимирская ул.
Зелёный проспект;Перово поле
Зелёный проспект;Мартеновская ул.
Свободный проспект;Метро Новогиреево
Свободный проспект;Аптека
Свободный проспект;Федеративный просп.
Зелёный проспект;Новогиреевская ул., 37
Коломенская набережная;Коломенская наб.
Коломенская набережная;Школа
Коломенская набережная;Библиотека им. Симонова
Коломенская набережная;Коломенская наб., 10
Коломенская улица;Нагатинский затон (выс.)
Якорная улица;Якорная ул. (пос.)
Судостроительная улица;Затонная ул.
1-й Варшавский проезд;Рыбокомбинат
2-й Котляковский переулок;Молочный комбинат
Котляковская улица;Опытный з-д № 1
Котляковская улица;Управление Механизации
Уральская улица;Уральская ул., 23
2-я Владимирская улица;Универмаг
Хабаровская улица;Байкальская ул.
Хабаровская улица;Хабаровская ул., 4
3-я Парковая улица;Первомайская ул.
Измайловский бульвар;3-я Парковая ул.
Измайловский бульвар;5-я Парковая ул.
Коломенская набережная;Коломенская наб., 6
9-я Парковая улица;Измайловский бульв.
9-я Парковая улица;Верхн. Первомайская ул.
Уральская улица;Уральская ул., 25
Уссурийская улица;Уссурийская ул., 4
Уссурийская улица;Сахалинская ул.
Уссурийская улица;Уссурийская ул., 16
15-я Парковая улица;15-я Парковая ул., 24
Щёлковское шоссе;Метро Щелковская
улица Бирюсинка;Щелковское ш.
Котляковская улица;Ул. Москворечье
улица Красный Казанец;Платф. Вешняки
улица Металлургов;Мартеновская ул. (выс.)
проспект Будённого;5-я ул. Соколиной Горы
проезд Карамзина;Пр. Карамзина, 13
проезд Карамзина;Пр. Карамзина, 9
проезд Карамзина;Пр. Карамзина, 5
проезд Карамзина;По требованию
проезд Карамзина;Пр. Карамзина, 1
улица Каховка;Метро Каховская (зап. вход)
улица Каховка;Одесская ул.
улица Каховка;Керченская ул.
Измайловский бульвар;7-я Парковая ул.
улица Каховка;Ул. Каховка
улица Каховка;Ул. Каховка, 31
улица Каховка;Херсонская ул.
улица Намёткина;Ул. Наметкина
Профсоюзная улица;Профсоюзная ул., 66
Профсоюзная улица;Школа-интернат № 17
Профсоюзная улица;Метро Новые Черемушки
Профсоюзная улица;Метро Новые Черемушки (пос.)
3-я Рыбинская улица;Ф-ка Буревестник
Рабочая улица;Метро Римская
улица Сергия Радонежского;Андроньевская пл.
улица Красный Казанец;Ул. Красный Казанец
Костомаровский переулок;Д/к Метростроя
Старая Басманная улица;Пл. Земляной Вал
Старая Басманная улица;Сад им. Баумана
Старая Басманная улица;Ул. Александра Лукьянова - Школа Акварели
Старая Басманная улица;Пл. Разгуляй
Комсомольская площадь;Комсомольская пл.
Старослободская улица;ул. Шумкина, 26
Вольная улица;2-й Вольный пер.
Вольная улица;1-й Кирпичный пер.
улица Каховка;Молодежный центр
Вольная улица;2-й Вольный пер.
Вольная улица;ДОК № 9
Окружной проезд;Окружной пр., 27
улица Уткина;Ст. Лефортово
Электродная улица;Метро ш. Энтузиастов
Электродная улица;Ж.д. переезд
Перовская улица;Перовская ул.
улица Плющева;Ул. Плющева, 3
Большой Купавенский проезд;Универсам
Челябинская улица;Челябинская ул.
Челябинская улица;Почта
улица Сергия Радонежского;Музей им. Андрея Рублева
Челябинская улица;Библиотека
Малый Купавенский проезд;М. Купавенский пр.
Хабаровская улица;Хабаровская ул., 12
Хабаровская улица;Уссурийская ул. (выс.)
Хабаровская улица;Уссурийская ул. (пос.)
Профсоюзная улица;Школа-интернат № 17
улица Намёткина;Ул. Наметкина
улица Каховка;Херсонская ул.
Вольная улица;1-й Кирпичный пер.
улица Каховка;Ул. Каховка
улица Каховка;Керченская ул.
улица Каховка;Одесская ул.
улица Каховка;Метро Каховская (зап. вход)
Чонгарский бульвар;Чонгарский бульв.
улица Академика Королёва;Аргуновская ул.
улица Академика Королёва;Ул. Цандера
улица Академика Королёва;ВДНХ (южн.)
улица Шумкина;Москва - 2 - тов.
улица Лобачика;Ул. Лобачика
улица Лобачика;Ул. Лобачика
Челябинская улица;Челябинская ул., 21
Хабаровская улица;Камчатская ул.
Камчатская улица;Управа района Гольяново
шоссе Энтузиастов;Ул. Плеханова
шоссе Энтузиастов;Главная аллея
шоссе Энтузиастов;2-я Владимирская ул.
шоссе Энтузиастов;2-я Владимирская ул.
шоссе Энтузиастов;3-я Владимирская ул.
улица Плющева;Школа № 782
улица Плющева;Поликлиника № 73
улица Каховка;Ул. Каховка, 31
Кусковская улица;Плодоовощная база
Кусковская улица;Кусковская ул., 27
Перовская улица;Ул. Новотетерки
Зелёный проспект;Детский универмаг
Зелёный проспект;Зеленый просп., 65
Зелёный проспект;Учебный комплекс
2-я Владимирская улица;Метро Перово
2-я Владимирская улица;2-я Владимирская ул.
улица Лазо;Ул. Лазо
Хабаровская улица;Хабаровская ул., 20
Перовская улица;Перовский универсам
Перовская улица;2-я Владимирская ул.
Перовская улица;Перовская ул., 60
Московский проспект;Главная аллея
улица Юности;Музей Кусково
улица Юности;Ул. Молдагуловой
улица Юности;Поликлиника № 80
Краснобогатырская улица;Богородский храм
Краснобогатырская улица;Университет РАО
Краснобогатырская улица;1-я Прогонная ул.
Кусковская улица;Ул. Лазо
Первомайская улица;15-я Парковая ул.
шоссе Энтузиастов;МКНЦ
улица Лазо;К/т Владивосток
Краснобогатырская улица;Мосгорсуд
Краснобогатырская улица;Ул. Хромова
улица Измайловский Вал;Метро Семеновская
Щербаковская улица;Метро Семеновская
Щербаковская улица;Ул. Ибрагимова
Щербаковская улица;Фортунатовская ул.
Народный проспект;Метро Партизанская
Новогиреевская улица;Клинический научный центр
Новогиреевская улица;Новогиреевская ул., 10
Краснобогатырская улица;Объединение ЛИТ
Федеративный проспект;К/т Киргизия
Федеративный проспект;Свободный просп.
Федеративный проспект;70-я гор. б-ца
Федеративный проспект;Мартеновская ул.
Новогиреевская улица;Федеративный просп.
улица Металлургов;Новогиреевская ул.
Зелёный проспект;Перово поле
2-я Владимирская улица;Метро Перово
Голубинская улица;Голубинская ул., 24
Голубинская улица;Трансагентство - Стоматология
шоссе Энтузиастов;Новогиреевская ул.
2-я Владимирская улица;Гомеопатический центр
шоссе Энтузиастов;К/т Слава
шоссе Энтузиастов;Ул. Плеханова
шоссе Энтузиастов;Метро Ш. Энтузиастов
шоссе Энтузиастов;Метро Ш. Энтузиастов
шоссе Энтузиастов;Ул. Плеханова
шоссе Энтузиастов;Главная аллея
шоссе Энтузиастов;К/т Слава
2-я Владимирская улица;Гомеопатический центр
2-я Владимирская улица;Ул. Металлургов
Херсонская улица;Херсонская ул., 1
Новогиреевская улица;Федеративный просп.
Новогиреевская улица;Новогиреевская ул., 37
Мартеновская улица;К/т Березка
Мартеновская улица;Центр госуслуг
Мартеновская улица;З-д ТОРОС
Перовская улица;Платф. Новогиреево
улица Красный Казанец;Метро Выхино (выс.)
шоссе Энтузиастов;Свободный просп.
шоссе Энтузиастов;Дом Ветеранов сцены
Фрязевская улица;Фрязевская ул.
Федеративный проспект;Ул. Молостовых (пос.)
Ясногорская улица;Ясногорская ул., 21
Ясногорская улица;Поликлиника
Ясногорская улица;Метро Ясенево
Ясногорская улица;Универмаг Ясенево
улица Айвазовского;Ул. Айвазовского, 1
Севастопольский проспект;Соловьиный пр.
Севастопольский проспект;Спортбаза Узкое
Севастопольский проспект;Ул. Островитянова, 45
Севастопольский проспект;Ул. Миклухо-Маклая, 65
Севастопольский проспект;Ул. Бутлерова
шоссе Энтузиастов;Новогиреевская ул.
шоссе Энтузиастов;МКНЦ
шоссе Энтузиастов;Дом Ветеранов сцены
Свободный проспект;Свободный просп.
Фрязевская улица;Платф. Новогиреево (к/ст)
Перовская улица;Платф. Новогиреево (пос.)
Фрязевская улица;Фрязевская ул.
Зелёный проспект;Метро Новогиреево
Зелёный проспект;Зеленый просп., 65
2-я Владимирская улица;Поликлиника № 69
2-я Владимирская улица;Ул. Металлургов
Народный проспект;Метро Партизанская
Щербаковская улица;Фортунатовская ул.
Щербаковская улица;Ул. Ибрагимова
Щербаковская улица;Метро Семеновская
улица Измайловский Вал;Ул. Измайловский Вал
улица Преображенский Вал;Ул. Преображенский Вал
Краснобогатырская улица;Метро Преображенская пл.
Краснобогатырская улица;Ул. Хромова
Краснобогатырская улица;Мосгорсуд
Балаклавский проспект;Азовская ул.
Погонный проезд;Погонный пр.
3-й проезд Подбельского;3-й пр. Подбельского
Новорязанская улица;2-й троллейбусный парк
Новорязанская улица;Спартаковская ул.
Бакунинская улица;Метро Бауманская
Бакунинская улица;Спартаковский пер.
Бакунинская улица;Балакиревкий пер.
Бакунинская улица;Бакунинская ул., 84
Бакунинская улица;Переведеновский пер.
Электрозаводский мост;Электрозаводский мост
Перовская улица;Ул. Новотетерки
Кусковская улица;Универмаг
Погонный проезд;Игральная ул.
Погонный проезд;Погонный пр.
Погонный проезд;Ланинский пер.
Миллионная улица;Богородское
Затонная улица;Поликлиника
Перуновский переулок;Ул. Палиха
улица Достоевского;Пл. Борьбы
улица Нижняя Масловка;К/т Прага
Автозаводская улица;2-я проходная ЗИЛ
Автозаводская улица;Автозаводский мост
Варшавское шоссе;Метро Варшавская
Кировоградская улица;Метро Южная
Сиреневый бульвар;Поликлиника
Сиреневый бульвар;М-н Гудвин
проспект Будённого;Вольная ул.
проспект Будённого;Кирпичная ул.
Большая Семёновская улица;Б. Семеновская ул.
Краснобогатырская улица;Краснобогатырская ул.
